code,name
A005K,Bread and rolls with special ingredients added
A005L,Multigrain bread and rolls
A005M,Mixed wheat and rye bread and rolls
A005N,"Rye-wheat bread and rolls, refined flour"
A005P,"Rye-wheat bread and rolls, wholemeal"
A005Q,Multigrain (not only rye-wheat) bread and rolls
A005R,Gluten free bread
A005S,"Gluten free bread, white"
A005T,"Gluten free bread, brown"
A005V,Pretzels
A005X,"Unleavened bread, crisp bread and rusk-deprecated"
A005Y,Crackers and breadsticks
A005Z,"Extruded, pressed or puffed bread"
A006A,Rye crisp bread
A006B,"Crisp bread, rye wholemeal"
A006C,"Crisp bread, rye, refined flour"
A006D,Wheat crisp bread
A006E,"Crisp bread, wheat, wholemeal"
A006F,"Crisp bread, wheat, refined flour"
A006G,Extruded rice bread
A006H,Puffed cereals textured bread
A006J,Puffed wheat textured bread
A006K,Puffed rice textured bread
A006L,Puffed corn textured bread
A006M,Rusk
A006N,"Rusk, refined flour"
A006P,"Rusk, wholemeal"
A006Q,"Pizza base, cooked"
A006R,Traditional unleavened breads
A006S,Pita bread
A006T,Matzo
A006V,Tortilla
A006X,Roti
A006Y,Chapati
A006Z,Additional bread products
A007A,Breadcrumbs
A007B,Croutons
A007C,Bread stuffing
A007D,Pasta and similar products
A007E,"Pasta, plain (not stuffed), uncooked"
A007F,Fresh pasta
A007G,Fresh egg pasta
A007H,Fresh flavoured egg pasta-deprecated
A007J,Fresh durum pasta
A007K,Fresh flavoured durum pasta-deprecated
A007L,Dried pasta
A007M,Dried egg pasta
A007N,Dried flavoured durum pasta-deprecated
A007P,Dried durum pasta
A007Q,Dried flavoured egg pasta-deprecated
A007R,Asian-style noodles other than glass noodles
A007S,"Pasta-based dishes, uncooked"
A007T,Fresh stuffed pasta
A007V,Fresh stuffed egg pasta
A007X,Fresh stuffed durum pasta
A007Y,Dried stuffed pasta
A007Z,Dried stuffed egg pasta
A008A,Dried stuffed durum pasta
A008B,"Pasta, gluten free"
A008C,Couscous
A008D,Gnocchi
A008E,Glass noodle
A008F,"Noodle, rice"
A008G,Raw doughs and pre-mixes
A008H,Yeast leavened bread doughs
A008J,Yeast bread – pizza dough
A008K,Naturally leavened bread dough
A008L,Yeast leavened sweet doughs
A008M,Fine yeast sweet dough (brioche)
A008N,Ingredient-rich yeast dough
A008P,Chemically leavened doughs
A008Q,Quick bread dough
A008R,Ingredient rich fine dough without yeast
A008S,Mixture/mass for baumkuchen
A008T,Unleavened doughs
A008V,Waffle dough/mixture
A008X,Short pastry dough and similar
A008Y,Short pastry dough (pate brisee)
A008Z,Fine dough without yeast
A009A,French pie pastry dough
A009B,"Short sweet pastry doughs (pate sucree, sablee)"
A009C,Short sweet pastry dough (pate sucree)
A009D,Shortbread pastry
A009E,Piped shortbread pastry
A009F,Sweet almond pastry mass
A009G,Choux pastry dough and similar
A009H,Choux pastry dough
A009J,Cake pre-mixes/batter
A009K,Sponge cake dough (génoise)
A009L,Laminated doughs
A009M,Common laminated dough
A009N,Strudel dough
A009P,Miscellaneous doughs
A009Q,Gingerbread dough
A009R,Quark oil dough
A009S,Suet pastry (pâte a grasse de boeuf) dough
A009T,Fine bakery wares
A009V,Biscuits
A009X,"Biscuits, sweet, plain"
A009Y,Butter biscuits
A009Z,"Biscuits, chocolate"
A00AA,"Biscuits, sweet, wheat wholemeal"
A00AB,"Biscuits, oat meal"
A00AC,"Biscuits, spelt meal"
A00AD,Speculaas
A00AE,"Biscuit with inclusions, filling or coating"
A00AF,Pastries and cakes-deprecated
A00AG,Choux pastry
A00AH,Éclair
A00AJ,Beignets
A00AK,Profiterole
A00AL,Croquembouche
A00AM,Gougere
A00AN,Cakes
A00AP,Plain cakes
A00AQ,Sponge cake
A00AR,Cheese cake
A00AS,Cream cheese cake
A00AT,Cheese cream sponge cake
A00AV,Cream cake
A00AX,Cream custard cake
A00AY,Cream custard sponge cake
A00AZ,Nut cream cake
A00BA,Fruit cake
A00BB,Sponge cake roll
A00BC,Muffins
A00BD,Meringue tart
A00BE,Pyramid cake
A00BF,Chocolate-based cakes
A00BG,Chocolate cake
A00BH,Chocolate cake with fruits
A00BJ,"Cake marbled, with chocolate"
A00BK,Yeast leavened pastry
A00BL,Buns
A00BM,Croissant
A00BN,"Croissant, filled with chocolate"
A00BP,"Croissant, filled with cream"
A00BQ,"Croissant, filled with jam"
A00BR,Doughnuts-berliner
A00BS,Kringles
A00BT,Brioche type products
A00BV,Shortcrust (pies -tarts)
A00BX,Flan tart
A00BY,Rhubarb flan
A00BZ,Fruit pie-tarts
A00CA,Cheese savoury pie
A00CB,Marzipan pie
A00CC,Pastry based on laminated dough
A00CD,Croissant from puff pastry
A00CE,"Puff-pastry croissant, filled with chocolate"
A00CF,Apple strudel
A00CG,Cream-cheese strudel
A00CH,Baklava
A00CJ,Various pastry
A00CK,"Dumpling, sweet"
A00CL,Pancakes
A00CM,Scones and similar
A00CN,Macaroons
A00CP,Meringue
A00CQ,Waffles
A00CR,Spice cakes
A00CS,Lebkuchen
A00CT,Gingerbread
A00CV,Breakfast cereals
A00CX,Barley based breakfast cereals-deprecated
A00CY,Barley rolled grains
A00CZ,Barley popped
A00DA,Processed barley-based flakes
A00DB,Maize based breakfast cereals-deprecated
A00DC,"Popcorn (maize, popped)"
A00DD,Processed maize-based flakes
A00DE,Millet based breakfast cereals-deprecated
A00DF,Millet rolled grains
A00DG,Oat based breakfast cereals-deprecated
A00DH,Oat rolled grains
A00DJ,"Rolled oats, instant"
A00DK,Oat high-bran flakes
A00DL,"Oat rolled grains, wholemeal"
A00DM,Oat popped
A00DN,Processed oat-based flakes
A00DP,Rice based breakfast cereals-deprecated
A00DQ,Rice rolled grains
A00DR,"Rice, popped"
A00DS,Processed rice-based flakes
A00DT,Rye based breakfast cereals-deprecated
A00DV,Rye rolled grains
A00DX,Rye popped
A00DY,Processed rye-based flakes
A00DZ,Wheat based breakfast cereals-deprecated
A00EA,Spelt rolled grains
A00EB,Wheat rolled grains
A00EC,Wheat germs rolled flakes
A00ED,Wheat bran rolled flakes
A00EE,"Wheat, popped"
A00EF,Processed wheat-based flakes
A00EG,Miscellaneous mixed and processed breakfast cereals-deprecated
A00EH,Mixed cereal rolled grains
A00EJ,Muesli and similar mixed breakfast cereals
A00EK,Muesli plain
A00EL,Mixed breakfast cereals
A00EM,Processed mixed cereal-based flakes
A00EN,"Porridge (in dry form, to be diluted)"
A00EP,Corn semolina based thick soup
A00EQ,Oat porridge
A00ER,Rice porridge
A00ES,Rye porridge
A00ET,Cornmeal porridge
A00EV,Wheat semolina porridge
A00EX,Barley porridge
A00EY,Cereal bars
A00EZ,Cereal bars plain
A00FA,Cereal bars mixed
A00FB,Other cereal-based snacks-deprecated
A00FC,Corn chips
A00FD,Tortilla chips
A00FE,Corn curls
A00FF,Rice chips
A00FG,"Sticks, salty"
A00FH,Mixed cereal-based snacks
A00FJ,Vegetables and vegetable products
A00FK,Brassica vegetables (excluding brassica roots and brassica baby leaf crops)
A00FL,Flowering brassica
A00FM,Broccoli and similar-
A00FN,Broccoli
A00FP,Rapini
A00FQ,Chinese broccoli
A00FR,Cauliflowers
A00FS,Other flowering brassica (p)
A00FT,Head brassica
A00FV,Brussels sprouts
A00FX,Head cabbages and similar-
A00FY,Head cabbages
A00FZ,Pointed head cabbages
A00GA,Red cabbages
A00GB,Savoy cabbages
A00GC,White cabbage
A00GD,Other head brassica (p)
A00GE,Leafy brassica
A00GF,Chinese cabbages and similar-
A00GG,Chinese cabbages
A00GH,Indian mustards
A00GJ,Pak-choi
A00GK,Choi sum
A00GL,Kales and similar-
A00GM,Curly kales
A00GN,Collards
A00GP,Kohlrabi leaves
A00GQ,Portuguese kales
A00GR,Stem kale
A00GS,Other leafy brassica (c)
A00GT,Sea kale
A00GV,Kohlrabies
A00GX,Bulb vegetables
A00GY,Garlic and similar-
A00GZ,Garlic
A00HA,Pearl onion
A00HB,Onions and similar-
A00HC,Onions
A00HD,Silverskin onions
A00HE,Rakkyo
A00HF,Shallots
A00HG,Spring onions and similar-
A00HH,Spring onions
A00HJ,Welsh onions
A00HK,Other Bulb vegetables
A00HL,Tree onions
A00HM,Kurrat
A00HN,Fruiting vegetables
A00HP,Solanacea
A00HQ,Tomatoes and similar-
A00HR,Globe tomato
A00HS,Beefsteak tomato
A00HT,Plum tomato
A00HV,Oxheart tomato
A00HX,Pear-shaped tomatoes
A00HY,Cherry tomatoes
A00HZ,Peppers and similar-
A00JA,Sweet peppers
A00JB,Chili peppers
A00JC,Aubergines and similar-
A00JD,Aubergines
A00JE,Pepinos
A00JF,Okra
A00JG,Ground cherries (physalis etc.)
A00JH,Gojiberry
A00JJ,Other solanacea
A00JK,Cucurbits fruiting vegetables
A00JL,Cucurbits with edible peel
A00JM,Cucumbers
A00JN,Gherkins and similar-
A00JP,Gherkins
A00JQ,Courgettes and similar-
A00JR,Courgettes
A00JS,Summer squashes
A00JT,Patisson
A00JV,Other cucurbits with edible peel
A00JX,Balsam apple
A00JY,Sopropos
A00JZ,Chayote fruits
A00KA,Bur gherkins
A00KB,Angled luffas
A00KC,"Loofah, smooth"
A00KD,Cucurbits with inedible peel
A00KE,Melons and similar-
A00KF,Melons
A00KG,Kiwanos
A00KH,Pumpkins
A00KJ,Watermelons
A00KK,Other cucurbits with inedible peel
A00KL,Bottle gourds
A00KM,Snake gourds
A00KN,Winter melon
A00KP,Sweet corn
A00KQ,Other fruiting vegetables
A00KR,Leafy vegetables
A00KS,Lettuces and salad plants
A00KT,Lamb's lettuces
A00KV,Italian corn salads
A00KX,Lettuces (generic)
A00KY,Head lettuces
A00KZ,Crisp lettuces
A00LA,Cutting lettuces
A00LB,Lollo rosso
A00LC,Romaines
A00LD,Escaroles and similar-
A00LE,Escaroles
A00LF,Curly endives
A00LG,Radicchio
A00LH,Wild chicories
A00LJ,Sugar loaf chicories
A00LK,Cresses
A00LL,Land cresses
A00LM,Roman rocket and similar-
A00LN,Roman rocket
A00LP,Wall rocket
A00LQ,Red mustard leaves
A00LR,Baby leaf brassica crops
A00LS,Mizuna
A00LT,Komatsuna
A00LV,Rape greens
A00LX,Rutabaga greens
A00LY,Turnip tops
A00LZ,Baby leaf indian mustard leaves
A00MA,Baby leaf crops (including brassica species) and similar-
A00MB,Radish leaves (including radish tops)
A00MC,Mallow leaves
A00MD,Dandelions
A00ME,Marsh marigold leaves
A00MF,Roselle leaves
A00MG,Spinach-type leaves
A00MH,Spinaches and similar-
A00MJ,Spinaches
A00MK,New Zealand spinaches
A00ML,Amaranth leaves
A00MM,Malabar nightshades
A00MN,Purslanes and similar-
A00MP,Purslanes
A00MQ,Winter purslanes
A00MR,Agretti
A00MS,Glassworts
A00MT,Garden sorrel
A00MV,Oraches leaves
A00MX,Chards
A00MY,Other spinaches and similar leaves
A00MZ,Goosefoot
A00NA,Morning glory
A00NB,Grape leaves
A00NC,Watercresses and similar-
A00ND,Watercresses
A00NE,Witloofs
A00NF,Other lettuces and salad plants
A00NG,Balsam pear leaves
A00NH,Box thorn
A00NJ,Cassava leaves
A00NK,Papaya leaves
A00NL,"Nightshade, black"
A00NM,Pepper leaves
A00NN,Plantain leaves
A00NP,Pokeweed
A00NQ,Salsify leaves
A00NR,Senna leaves
A00NS,Sowthistle leaves
A00NT,Tannia leaves
A00NV,Taro leaves
A00NX,Sweet potato leaves
A00NY,Blackjack leaves
A00NZ,Scurvy-grass
A00PA,Common nettle
A00PB,Legumes with pod
A00PC,Beans (with pods) and similar-
A00PD,Runner beans (with pods)
A00PE,Slicing bean (young pods)
A00PF,Yardlong beans (with pods)
A00PG,French beans (with pods)
A00PH,Broad beans (with pods)
A00PJ,Lima beans (with pods)
A00PK,Goa bean (young pods)
A00PL,Lablab beans (with pods)
A00PM,Jack beans (with pods)
A00PN,Mat bean (young pods)
A00PP,Black gram (young pods)
A00PQ,Guar beans (with pods)
A00PR,Mung beans (with pods)
A00PS,Sword bean (young pods)
A00PT,Rice beans (with pods)
A00PV,Black eyed peas (with pods)
A00PX,Peas (with pods) and similar-
A00PY,Garden peas (with pods)
A00PZ,Chickpeas (with pods)
A00QA,Podded pea (young pods)
A00QB,Winged pea (young pods)
A00QC,Pigeon peas (with pods)
A00QD,"Lentils, fresh"
A00QE,Lentil (young pods)
A00QF,Root and tuber vegetables (excluding starchy- and sugar-)
A00QG,Beetroots
A00QH,Carrots
A00QJ,Celeriacs
A00QK,Horseradish roots
A00QL,Horseradish roots spice
A00QM,Angelica roots
A00QN,Lovage roots
A00QP,Gentiana roots
A00QQ,Jerusalem artichokes
A00QR,Parsnip roots
A00QS,Parsley roots
A00QT,Radishes and similar-
A00QV,Radishes
A00QX,Black radishes
A00QY,Daikon
A00QZ,Tigernuts
A00RA,Salsifies
A00RB,Spanish salsifies
A00RC,Scorzonera
A00RD,Swedes
A00RE,Turnips
A00RF,Additional not listed root and tuber vegetables (excluding starchy- and sugar-)
A00RG,Ullucu
A00RH,Oca
A00RJ,Arracacha
A00RK,Arrowhead
A00RL,"Burdock, greater or edible"
A00RM,Turnip-rooted chervil
A00RN,Crosnes
A00RP,Rampion roots
A00RQ,Skirrets
A00RR,Stems/stalks eaten as vegetables
A00RS,Globe artichokes
A00RT,Asparagus
A00RV,Bamboo shoots
A00RX,Cardoons
A00RY,Celeries
A00RZ,Celtuce
A00SA,Florence fennels
A00SB,Leeks
A00SC,Palm hearts
A00SD,Rhubarbs
A00SE,Other Stem vegetables
A00SF,"Sprouts, shoots and similar"
A00SG,Adzuki bean sprouts
A00SH,Alfalfa sprouts
A00SJ,Barley sprouts
A00SK,Common bean sprouts
A00SL,Chickpea sprouts
A00SM,Garden cress sprouts
A00SN,Fenugreek sprouts
A00SP,Lentil sprouts
A00SQ,Millet sprouts
A00SR,Mung bean sprouts
A00SS,Mustard sprouts
A00ST,Peas shoots and sprouts
A00SV,Radish sprouts
A00SX,Rice sprouts
A00SY,Soyabeans sprouts
A00SZ,Sunflower shoots and sprouts
A00TA,Wheatgrass
A00TB,Other species used for the production of sprouts or shoots
A00TC,"Fungi, mosses and lichens"
A00TD,Wild fungi and similar-
A00TE,Chanterelles
A00TF,Field mushroom
A00TG,Ceps
A00TH,Saffron milk cap
A00TJ,Truffles
A00TK,Morels
A00TL,Honey mushroom
A00TM,Gypsy mushroom
A00TN,Other wild mushrooms
A00TP,Cultivated fungi and similar-
A00TQ,Common mushrooms
A00TR,Pearl oyster mushrooms
A00TS,Shiitake
A00TT,Paddy straw mushroom
A00TV,Other cultivated mushrooms (p)
A00TX,Derivatives of mushrooms-deprecated
A00TY,Dried mushrooms
A00TZ,Canned mushrooms
A00VA,Algae and prokaryotes organisms
A00VB,Green algae
A00VC,Wakame
A00VD,Sea lettuce
A00VE,Red algae
A00VF,Eucheuma
A00VG,Carrageen mosses
A00VH,Laver
A00VJ,Dulse
A00VK,Brown algae
A00VL,Hijiki
A00VM,Kombu
A00VN,Sea spaghetti
A00VP,Spirulina
A00VQ,Herbs and edible flowers
A00VR,Angelica (leaves and stems)
A00VS,Aniseed myrtle
A00VT,Lemon balm
A00VV,Basil
A00VX,Laurel
A00VY,Borage
A00VZ,Burnet
A00XA,Celery leaves
A00XB,Chervil
A00XC,Chives and similar-
A00XD,Chives
A00XE,Chinese chives
A00XF,Coriander leaves
A00XG,Curry leaves
A00XH,Dill leaves
A00XJ,Epazote
A00XK,Evening primrose leaves
A00XL,Fennel leaves
A00XM,Hyssop
A00XN,Kaffir lime leaves
A00XP,Lavender infusion flowers
A00XQ,Lemon myrtle (fresh herb)
A00XR,Lemongrass
A00XS,Lovage leaves
A00XT,Marigold flowers
A00XV,Oregano
A00XX,Marjoram
A00XY,Yellow sweet clover infusion leaves
A00XZ,Mints
A00YA,Pennyroyal
A00YB,Peppermint
A00YC,Spearmint
A00YD,Nasturtium flowers and leaves
A00YE,Parsley
A00YF,Rosemary
A00YG,Herb of grace
A00YH,Sage
A00YJ,Sassafras leaves
A00YK,Winter savory
A00YL,Sorrel
A00YM,Sweet cicely
A00YN,Tansy infusion leaves
A00YP,Tarragon
A00YQ,Thyme
A00YR,Vietnamese mint
A00YS,White ginger
A00YT,Winter cress
A00YV,Wintergreen leaves
A00YX,Sweet woodruff infusion leaves
A00YY,Wormwoods infusion leaves
A00YZ,Hops
A00ZA,Processed or preserved vegetables and similar
A00ZB,Preserved tomatoes not concentrated
A00ZC,"Preserved tomato, whole or pieces"
A00ZD,Tomato puree
A00ZE,Preserved concentrated tomatoes
A00ZF,Tomato paste
A00ZG,Sun-dried tomatoes
A00ZH,Fermented or pickled vegetables
A00ZJ,Pickled / marinated vegetables
A00ZK,Sauerkraut
A00ZL,Other preserved vegetables-deprecated
A00ZM,Garlic puree
A00ZN,Mashed vegetable puree
A00ZP,Sweet corn canned
A00ZQ,Dried vegetables
A00ZR,"Starchy roots or tubers and products thereof, sugar plants"
A00ZS,Starchy roots and tubers
A00ZT,Potatoes
A00ZV,New potatoes
A00ZX,Main-crop potatoes
A00ZY,Tropical root and tuber vegetables
A00ZZ,Cassava roots
A010A,Tannias
A010B,Taros
A010C,Sweet potatoes
A010D,Yams
A010E,Mexican yam beans
A010F,Andean yam beans
A010G,Arrowroots
A010H,Other tropical root and tuber vegetables
A010J,Topee tambu
A010K,Canna
A010L,Greater galangal roots
A010M,Lesser galangal roots
A010N,Chayote roots
A010P,Goa bean root
A010Q,Alocasia
A010R,Sugar plants
A010S,Major sugar plants-deprecated
A010T,Sugar beet roots
A010V,Sugar canes
A010X,Minor sugar plants-deprecated
A010Y,Sweet sorghum canes
A010Z,Chicory roots
A011A,Other sugar plants (e)-deprecated
A011B,Starchy root and tuber products
A011C,Dried potato products
A011D,Potato flakes
A011E,Mashed potato powder
A011F,Potato starch
A011G,Potato flour
A011H,Other starchy roots based ingredients-deprecated
A011J,Tapioca starch
A011K,Starchy roots based dishes/snacks-deprecated
A011L,Potato crisps or sticks
A011M,Roesti
A011N,Fries (finger chips)
A011P,Potato boiled
A011Q,Pan-fried potato
A011R,Potato baked
A011S,Potato croquettes
A011T,Potato starch-based snacks
A011V,Tapioca starch-based snacks
A011X,"Legumes, nuts, oilseeds and spices"
A011Y,"Legumes fresh seeds (beans, peas etc.)"
A011Z,Beans (fresh seeds without pods) and similar-
A012A,Broad beans (without pods)
A012B,Borlotti or other common beans (without pods)
A012C,Jack beans (without pods)
A012D,Lima beans (without pods)
A012E,Black eyed peas (without pods)
A012F,Soyabeans (without pods)
A012G,Peas (without pods) and similar-
A012H,Peas (fresh seeds)-deprecated
A012J,Garden peas (without pods)
A012K,Pigeon peas (without pods)
A012L,Lentils (without pods)
A012M,"Other legumes (fresh seeds, without pods)-deprecated"
A012N,Lupins (without pods)
A012P,Peanuts (fresh seeds)
A012Q,Bambara groundnut (fresh seeds)
A012R,Pulses (dried legume seeds)
A012S,Beans (dry) and similar-
A012T,Borlotti or other common beans (dry)
A012V,Kidney bean (dry seeds)
A012X,Navy beans (dry seeds)
A012Y,Field beans (dry seeds)
A012Z,Flageolets (dry seeds)
A013A,Lima beans (dry)
A013B,Rice beans (dry)
A013C,Black gram (dry seeds)
A013D,Mung beans (dry)
A013E,Azuki beans (dry)
A013F,Tepary bean (dry seeds)
A013G,Mat bean (dry seeds)
A013H,Broad beans (dry)
A013J,Garden peas (dry)
A013K,Marrowfat pea (dry seeds)
A013L,Field (maple) pea (dry seeds)
A013M,Chickpeas (dry)
A013N,Black eyed peas (dry)
A013P,Pigeon peas (dry)
A013Q,Lentils (dry)
A013R,Bambara groundnut (dry seeds)
A013S,Lupins (dry)
A013T,Other pulses (e)
A013V,Chickling vetches (dry)
A013X,Vetches (dry)
A013Y,Jack beans (dry)
A013Z,Lablab beans (dry)
A014A,Horse gram (dry seeds)
A014B,Kersting's groundnut (dry seeds)
A014C,Tree nuts
A014D,Almonds
A014E,Bitter almonds
A014F,Almonds sweet
A014G,Brazil nuts
A014H,Cashew nuts
A014J,Chestnuts
A014K,Coconuts
A014L,Hazelnuts
A014M,Macadamias
A014N,Pecans
A014P,Pine nut kernels and similar-
A014Q,Pistachios
A014R,Walnuts
A014S,Other Tree nuts
A014T,Beech nuts
A014V,Paradise nut
A014X,Butter nut
A014Y,Hickory nuts
A014Z,Japanese horse-chestnut
A015A,Canarium nuts (indicum)
A015B,Pachira nut
A015C,Pili nuts
A015D,Tropical almond
A015E,Oilseeds and oilfruits
A015F,Oilseeds
A015G,Linseeds
A015H,Peanuts
A015J,Poppy seeds
A015K,Sesame seeds
A015L,Sunflower seeds
A015M,Rapeseeds
A015N,Turnip rape seeds
A015P,Soyabeans for oil
A015Q,Mustard seeds and similar-
A015R,Canola seeds
A015S,Mustard seeds
A015T,"Mustard seed, field"
A015V,Cotton seeds
A015X,Pumpkin seeds
A015Y,Safflower seeds
A015Z,Borage seeds
A016A,Gold of pleasure seeds
A016B,Hemp seeds
A016C,Castor beans
A016D,Other seeds (including elsewhere non-listed oilseeds and other seeds)
A016E,Moringa
A016F,Niger seeds
A016G,Tucum seeds
A016H,Shea nuts
A016J,Grape seeds
A016K,Maize germ
A016L,Oil fruits
A016M,Olives for oil production
A016N,Oil palms kernels
A016P,Oil palms fruits
A016Q,Kapok
A016R,Other oil fruits
A016S,Spices
A016T,Dried herbs
A016V,"Angelica, dry"
A016X,"Balm leaves, dry"
A016Y,"Basil, dry"
A016Z,"Bay leaves, dry"
A017A,"Borage, dry"
A017B,"Celery leaves, dry"
A017C,"Fennel, dry"
A017D,"Hyssop, dry"
A017E,"Lavender, dry"
A017F,"Lovage, dry"
A017G,"Marjoram, dry"
A017H,"Mints, dry"
A017J,"Rosemary, dry"
A017K,"Rue, dry"
A017L,"Sage, dry"
A017M,"Savory, dry"
A017N,"Sweet cicely, dry"
A017P,"Tansy and related species, dry"
A017Q,"Thyme, dry"
A017R,"Wintergreen leaves, dry"
A017S,"Woodruff, dry"
A017T,"Wormwoods, dry"
A017V,Other dried herbs
A017X,Seed spices
A017Y,Anise seed
A017Z,Nigella seed
A018A,Celery seed
A018B,Angelica seed
A018C,Lovage seed
A018D,Coriander seed
A018E,Cumin seed
A018F,Dill seed
A018G,Fennel seed
A018H,Fenugreek seed
A018J,Nutmeg seed
A018K,Other spices seeds (p)
A018L,Ajowan fruit
A018M,Annatto seed
A018N,Brazilian pepper fruit
A018P,Wattleseeds
A018Q,Fruit spices
A018R,Allspice fruit
A018S,Sichuan pepper fruit
A018T,Caraway fruit
A018V,Cardamom fruit
A018X,Juniper berry
A018Y,"Peppercorn (black, green and white) and similar-"
A018Z,"Peppercorn (black, green and white)"
A019A,Green pepper
A019B,White pepper
A019C,Black pepper
A019D,Pink pepper fruit
A019E,Long pepper fruit
A019F,West African pepper fruit
A019G,Cubeb fruit
A019H,Vanilla
A019J,Tamarind
A019K,"Peppers, dried"
A019L,Paprika powder
A019M,Other fruit spices
A019N,Candlenut seeds
A019P,Grain of paradise fruit
A019Q,Nasturtium pods
A019R,Star anise fruit
A019S,Bark spices
A019T,Cinnamon bark and similar-
A019V,Cinnamon bark
A019X,Cassia bark (generic)
A019Y,Other Bark spices
A019Z,Root and rhizome spices
A01AA,Liquorice roots
A01AB,Ginger roots
A01AC,Turmeric roots
A01AD,Other Root and rhizome spices
A01AE,"Angelica root, dry"
A01AF,Asafetida roots
A01AG,Calamus infusion roots
A01AH,Elecampane infusion roots
A01AJ,Galangal roots
A01AK,Bud spices
A01AL,Cloves buds
A01AM,Capers buds
A01AN,Other Bud spices
A01AP,Cassia buds
A01AQ,Flower pistil spices
A01AR,Saffron
A01AS,Other Flower pistil spices
A01AT,Aril spices
A01AV,Mace aril
A01AX,Other Aril spices
A01AY,"Processed legumes, nuts, oilseeds and spices"
A01AZ,Canned or jarred legumes
A01BA,Mushy peas
A01BB,Canned or jarred common beans
A01BC,Canned or jarred peas
A01BD,Canned or jarred lentils
A01BE,Canned or jarred chickpea
A01BF,Legume based ingredients-deprecated
A01BG,Soya proteins
A01BH,Chickpea flour
A01BJ,Primary derivatives from nuts and similar seeds
A01BK,Coconut milk (cocos nucifera) liquid
A01BL,Chestnut puree (castanea vulgaris)
A01BM,Sesame paste (tahini) (sesamus indicum)
A01BN,Peanut butter
A01BP,Table olives
A01BQ,Table olives ready for consumption
A01BR,"Olives, processed"
A01BS,Fruit and fruit products
A01BT,Citrus fruits
A01BV,Pine nut kernels
